colorless_caption_id,structure_id,template_id,is_canonical,pattern_id,motif,orientation,composition,symmetry,caption_text,caption_sha256,relevant_image_ids,relevant_semantic_ids,relevant_count
SCAP-83B17E3514D80A83-TPL_05,STR-83B17E3514D80A83,TPL_05,false,diamonds_central,rombos,diagonal,central,bilateral,"Textura geométrica sintética con rombos, orientación diagonal, composición central y simetría bilateral.",29f091d737d6cc60053f9e035e4f45ffaa95112e9926b5be0b8e2102269a4253,V2_011|V2_012|V2_013|V2_014|V2_015|V2_035|V2_036,SEM-48FFBCDFBB1178FE|SEM-6C847486A44390D1|SEM-A391BDC002181DD1|SEM-B0502F5A4E58AF67|SEM-E6BF74678BDAC828|SEM-F5F0E5F56F3B9CDD|SEM-FFE7DFAAFAF2AC61,7
SCAP-32D96D397FD7BD30-TPL_01,STR-32D96D397FD7BD30,TPL_01,true,grecas_modular,grecas escalonadas,horizontal,modular,repetitiva,Patrón geométrico sintético con grecas escalonadas como motivo principal; orientación horizontal; composición modular; simetría repetitiva.,3de5df1a4e79882e1fe557c015c6091b70d38f702d0333b14e76a66fca8ac973,V2_016|V2_017|V2_018|V2_019|V2_020|V2_037|V2_038,SEM-1F7D0D80E51AE939|SEM-2D499E7E496213F7|SEM-5300F3F8950CB672|SEM-8DD56A09C7883053|SEM-92B4FA22CEDB29E6|SEM-A02450BA65AD4237|SEM-B4047E6372E8425A,7
SCAP-32D96D397FD7BD30-TPL_02,STR-32D96D397FD7BD30,TPL_02,false,grecas_modular,grecas escalonadas,horizontal,modular,repetitiva,"Imagen abstracta formada por grecas escalonadas, con orientación horizontal, composición modular y simetría repetitiva.",3ba8fe3347a57bae57c1a7ccb8845de8b35c0f667dfd61e68c6c3660568a193b,V2_016|V2_017|V2_018|V2_019|V2_020|V2_037|V2_038,SEM-1F7D0D80E51AE939|SEM-2D499E7E496213F7|SEM-5300F3F8950CB672|SEM-8DD56A09C7883053|SEM-92B4FA22CEDB29E6|SEM-A02450BA65AD4237|SEM-B4047E6372E8425A,7
SCAP-32D96D397FD7BD30-TPL_03,STR-32D96D397FD7BD30,TPL_03,false,grecas_modular,grecas escalonadas,horizontal,modular,repetitiva,"Diseño de composición modular que muestra grecas escalonadas, orientación horizontal y simetría repetitiva.",fef5fc335a8a5e285e3450e2726a273f54f79eed7bf706f386d1b6decb00581d,V2_016|V2_017|V2_018|V2_019|V2_020|V2_037|V2_038,SEM-1F7D0D80E51AE939|SEM-2D499E7E496213F7|SEM-5300F3F8950CB672|SEM-8DD56A09C7883053|SEM-92B4FA22CEDB29E6|SEM-A02450BA65AD4237|SEM-B4047E6372E8425A,7
SCAP-32D96D397FD7BD30-TPL_04,STR-32D96D397FD7BD30,TPL_04,false,grecas_modular,grecas escalonadas,horizontal,modular,repetitiva,"Representación sintética de grecas escalonadas; la orientación es horizontal, la composición es modular y la simetría es repetitiva.",8c8dcd2444e664f3cee5387653372e59336a535216459307a1a70559516518bf,V2_016|V2_017|V2_018|V2_019|V2_020|V2_037|V2_038,SEM-1F7D0D80E51AE939|SEM-2D499E7E496213F7|SEM-5300F3F8950CB672|SEM-8DD56A09C7883053|SEM-92B4FA22CEDB29E6|SEM-A02450BA65AD4237|SEM-B4047E6372E8425A,7
SCAP-32D96D397FD7BD30-TPL_05,STR-32D96D397FD7BD30,TPL_05,false,grecas_modular,grecas escalonadas,horizontal,modular,repetitiva,"Textura geométrica sintética con grecas escalonadas, orientación horizontal, composición modular y simetría repetitiva.",9b6f6345a9257968f9a0d656fd863266010ce15596a073f6822f022fd0fc0245,V2_016|V2_017|V2_018|V2_019|V2_020|V2_037|V2_038,SEM-1F7D0D80E51AE939|SEM-2D499E7E496213F7|SEM-5300F3F8950CB672|SEM-8DD56A09C7883053|SEM-92B4FA22CEDB29E6|SEM-A02450BA65AD4237|SEM-B4047E6372E8425A,7
SCAP-EFDC071AF166C8C3-TPL_01,STR-EFDC071AF166C8C3,TPL_01,true,grid_reticular,cuadrícula geométrica,bidireccional,reticular,repetitiva,Patrón geométrico sintético con una cuadrícula geométrica como motivo principal; orientación bidireccional; composición reticular; simetría repetitiva.,854f753f1d4b2783741e9e1dcf51be24fd675c74117af460bb46047596f15ae6,V2_021|V2_022|V2_023|V2_024|V2_025|V2_039|V2_040,SEM-07F558960B386287|SEM-14694FF153156266|SEM-55B6A0B004427F80|SEM-99B04CC5A7706E4B|SEM-C35EEC4AAFF32C4A|SEM-E18D189C6A8F47C1|SEM-E2B97A08DEBB8084,7
SCAP-EFDC071AF166C8C3-TPL_02,STR-EFDC071AF166C8C3,TPL_02,false,grid_reticular,cuadrícula geométrica,bidireccional,reticular,repetitiva,"Imagen abstracta formada por una cuadrícula geométrica, con orientación bidireccional, composición reticular y simetría repetitiva.",909319f897f84bbbc6a8eba896a1f3a4c34b10b9b34ede22d2540306fc1e2dc0,V2_021|V2_022|V2_023|V2_024|V2_025|V2_039|V2_040,SEM-07F558960B386287|SEM-14694FF153156266|SEM-55B6A0B004427F80|SEM-99B04CC5A7706E4B|SEM-C35EEC4AAFF32C4A|SEM-E18D189C6A8F47C1|SEM-E2B97A08DEBB8084,7
SCAP-EFDC071AF166C8C3-TPL_03,STR-EFDC071AF166C8C3,TPL_03,false,grid_reticular,cuadrícula geométrica,bidireccional,reticular,repetitiva,"Diseño de composición reticular que muestra una cuadrícula geométrica, orientación bidireccional y simetría repetitiva.",45c38883379e275892409270afe235ea83ced49c457bc5ee4606bfe058b567b5,V2_021|V2_022|V2_023|V2_024|V2_025|V2_039|V2_040,SEM-07F558960B386287|SEM-14694FF153156266|SEM-55B6A0B004427F80|SEM-99B04CC5A7706E4B|SEM-C35EEC4AAFF32C4A|SEM-E18D189C6A8F47C1|SEM-E2B97A08DEBB8084,7
SCAP-EFDC071AF166C8C3-TPL_04,STR-EFDC071AF166C8C3,TPL_04,false,grid_reticular,cuadrícula geométrica,bidireccional,reticular,repetitiva,"Representación sintética de una cuadrícula geométrica; la orientación es bidireccional, la composición es reticular y la simetría es repetitiva.",577e7bd9d2296a637b84ded93a0867b5628479dd233dbb11059470ae111bb045,V2_021|V2_022|V2_023|V2_024|V2_025|V2_039|V2_040,SEM-07F558960B386287|SEM-14694FF153156266|SEM-55B6A0B004427F80|SEM-99B04CC5A7706E4B|SEM-C35EEC4AAFF32C4A|SEM-E18D189C6A8F47C1|SEM-E2B97A08DEBB8084,7
SCAP-EFDC071AF166C8C3-TPL_05,STR-EFDC071AF166C8C3,TPL_05,false,grid_reticular,cuadrícula geométrica,bidireccional,reticular,repetitiva,"Textura geométrica sintética con una cuadrícula geométrica, orientación bidireccional, composición reticular y simetría repetitiva.",ad26f4bd1ccb19c762a144f2a9978f30f6899b9b95790e5244d01aab97fc8cc3,V2_021|V2_022|V2_023|V2_024|V2_025|V2_039|V2_040,SEM-07F558960B386287|SEM-14694FF153156266|SEM-55B6A0B004427F80|SEM-99B04CC5A7706E4B|SEM-C35EEC4AAFF32C4A|SEM-E18D189C6A8F47C1|SEM-E2B97A08DEBB8084,7
SCAP-7193EBD1DE12399C-TPL_01,STR-7193EBD1DE12399C,TPL_01,true,mixed_asymmetric,motivos geométricos combinados,mixta,mixta,asimétrica,Patrón geométrico sintético con motivos geométricos combinados como motivo principal; orientación mixta; composición mixta; simetría asimétrica.,a51892de5983bac5b22465f343b14c0c513beea879e06a2c76ece51960cf67f7,V2_026|V2_027|V2_028|V2_029|V2_030|V2_041|V2_042,SEM-13F83CA2D0998B44|SEM-395AFC2FCA575E5C|SEM-395EB585FE6F4A0F|SEM-4F620F242D17BFDE|SEM-7182256D7B84CB51|SEM-A81DDA56894526D2|SEM-E7CF6ADDFBA2B989,7
SCAP-7193EBD1DE12399C-TPL_02,STR-7193EBD1DE12399C,TPL_02,false,mixed_asymmetric,motivos geométricos combinados,mixta,mixta,asimétrica,"Imagen abstracta formada por motivos geométricos combinados, con orientación mixta, composición mixta y simetría asimétrica.",213f22a15f57a20fbe655acc147314ecb7a7694948bde8ec42ebedf363fa4db7,V2_026|V2_027|V2_028|V2_029|V2_030|V2_041|V2_042,SEM-13F83CA2D0998B44|SEM-395AFC2FCA575E5C|SEM-395EB585FE6F4A0F|SEM-4F620F242D17BFDE|SEM-7182256D7B84CB51|SEM-A81DDA56894526D2|SEM-E7CF6ADDFBA2B989,7
SCAP-7193EBD1DE12399C-TPL_03,STR-7193EBD1DE12399C,TPL_03,false,mixed_asymmetric,motivos geométricos combinados,mixta,mixta,asimétrica,"Diseño de composición mixta que muestra motivos geométricos combinados, orientación mixta y simetría asimétrica.",916532410efd778a6528e2ae042c0e53dac9cc033fae22fabf743e07b6c13ab7,V2_026|V2_027|V2_028|V2_029|V2_030|V2_041|V2_042,SEM-13F83CA2D0998B44|SEM-395AFC2FCA575E5C|SEM-395EB585FE6F4A0F|SEM-4F620F242D17BFDE|SEM-7182256D7B84CB51|SEM-A81DDA56894526D2|SEM-E7CF6ADDFBA2B989,7
SCAP-7193EBD1DE12399C-TPL_04,STR-7193EBD1DE12399C,TPL_04,false,mixed_asymmetric,motivos geométricos combinados,mixta,mixta,asimétrica,"Representación sintética de motivos geométricos combinados; la orientación es mixta, la composición es mixta y la simetría es asimétrica.",97ba53fc44634843ac6a64c1e9b6533f4df3e42788682bad13eea0dae3fb48d9,V2_026|V2_027|V2_028|V2_029|V2_030|V2_041|V2_042,SEM-13F83CA2D0998B44|SEM-395AFC2FCA575E5C|SEM-395EB585FE6F4A0F|SEM-4F620F242D17BFDE|SEM-7182256D7B84CB51|SEM-A81DDA56894526D2|SEM-E7CF6ADDFBA2B989,7
SCAP-7193EBD1DE12399C-TPL_05,STR-7193EBD1DE12399C,TPL_05,false,mixed_asymmetric,motivos geométricos combinados,mixta,mixta,asimétrica,"Textura geométrica sintética con motivos geométricos combinados, orientación mixta, composición mixta y simetría asimétrica.",71f627adbe371ddde8242c18390bca4566b85e474e6f103b201609b3d1543596,V2_026|V2_027|V2_028|V2_029|V2_030|V2_041|V2_042,SEM-13F83CA2D0998B44|SEM-395AFC2FCA575E5C|SEM-395EB585FE6F4A0F|SEM-4F620F242D17BFDE|SEM-7182256D7B84CB51|SEM-A81DDA56894526D2|SEM-E7CF6ADDFBA2B989,7
SCAP-DBE3E9729199A70D-TPL_01,STR-DBE3E9729199A70D,TPL_01,true,chevrons_diagonal,chevrones,diagonal,bandas,repetitiva,Patrón geométrico sintético con chevrones como motivo principal; orientación diagonal; composición en bandas; simetría repetitiva.,04b6936360292136927061ba5c021c9233919804bd4fdb694263405b32ebf05c,V2_043|V2_044|V2_045|V2_046|V2_047|V2_053|V2_054,SEM-14E04EF9E89810AE|SEM-20B860903E0F0C0C|SEM-2FFA4D814BEBCF16|SEM-56C4D842DA98D20F|SEM-65762749FD7D9D05|SEM-C4C38215AF96E506|SEM-C6432B9E4CDBB5A7,7
SCAP-DBE3E9729199A70D-TPL_02,STR-DBE3E9729199A70D,TPL_02,false,chevrons_diagonal,chevrones,diagonal,bandas,repetitiva,"Imagen abstracta formada por chevrones, con orientación diagonal, composición en bandas y simetría repetitiva.",42eac6dfb41dc922fd3905cd04144b73a527d454feffe277cc14a09ebf9f9a33,V2_043|V2_044|V2_045|V2_046|V2_047|V2_053|V2_054,SEM-14E04EF9E89810AE|SEM-20B860903E0F0C0C|SEM-2FFA4D814BEBCF16|SEM-56C4D842DA98D20F|SEM-65762749FD7D9D05|SEM-C4C38215AF96E506|SEM-C6432B9E4CDBB5A7,7
SCAP-DBE3E9729199A70D-TPL_03,STR-DBE3E9729199A70D,TPL_03,false,chevrons_diagonal,chevrones,diagonal,bandas,repetitiva,"Diseño de composición en bandas que muestra chevrones, orientación diagonal y simetría repetitiva.",30c457402636a43af4471dd0acb9f405cdfb456d9b08aec4d79529b408e86fd7,V2_043|V2_044|V2_045|V2_046|V2_047|V2_053|V2_054,SEM-14E04EF9E89810AE|SEM-20B860903E0F0C0C|SEM-2FFA4D814BEBCF16|SEM-56C4D842DA98D20F|SEM-65762749FD7D9D05|SEM-C4C38215AF96E506|SEM-C6432B9E4CDBB5A7,7
SCAP-DBE3E9729199A70D-TPL_04,STR-DBE3E9729199A70D,TPL_04,false,chevrons_diagonal,chevrones,diagonal,bandas,repetitiva,"Representación sintética de chevrones; la orientación es diagonal, la composición es en bandas y la simetría es repetitiva.",818d3b6743f34dd75dd7c10aa64b8725cf165d337af857a0e0fff6282341509a,V2_043|V2_044|V2_045|V2_046|V2_047|V2_053|V2_054,SEM-14E04EF9E89810AE|SEM-20B860903E0F0C0C|SEM-2FFA4D814BEBCF16|SEM-56C4D842DA98D20F|SEM-65762749FD7D9D05|SEM-C4C38215AF96E506|SEM-C6432B9E4CDBB5A7,7
SCAP-DBE3E9729199A70D-TPL_05,STR-DBE3E9729199A70D,TPL_05,false,chevrons_diagonal,chevrones,diagonal,bandas,repetitiva,"Textura geométrica sintética con chevrones, orientación diagonal, composición en bandas y simetría repetitiva.",ecb39cdd49a84790b4168b653ff3e94448a989f45cb6379d596d5656f0568443,V2_043|V2_044|V2_045|V2_046|V2_047|V2_053|V2_054,SEM-14E04EF9E89810AE|SEM-20B860903E0F0C0C|SEM-2FFA4D814BEBCF16|SEM-56C4D842DA98D20F|SEM-65762749FD7D9D05|SEM-C4C38215AF96E506|SEM-C6432B9E4CDBB5A7,7
SCAP-74979A46916B9B50-TPL_01,STR-74979A46916B9B50,TPL_01,true,circles_concentric,círculos concéntricos,radial,central,radial,Patrón geométrico sintético con círculos concéntricos como motivo principal; orientación radial; composición central; simetría radial.,abf5fc120b6a68112eef0181e1ebef6833b1bfd82bce3c4c0ea7fcdc6300333c,V2_048|V2_049|V2_050|V2_051|V2_052|V2_055|V2_056,SEM-0920FB69B33089FA|SEM-1076CAB99B86DF83|SEM-6D37CFF774A2170A|SEM-B3C4DB2C1AD51CA9|SEM-E1BF16D5596893CB|SEM-EE8AABF8E6A4B9F8|SEM-FC6C9490A1241F7A,7
SCAP-74979A46916B9B50-TPL_02,STR-74979A46916B9B50,TPL_02,false,circles_concentric,círculos concéntricos,radial,central,radial,"Imagen abstracta formada por círculos concéntricos, con orientación radial, composición central y simetría radial.",490d35b2f9e3f0a3e043699b09be64a258ebc6c8d97cddb0b6d948ea34b5ffa1,V2_048|V2_049|V2_050|V2_051|V2_052|V2_055|V2_056,SEM-0920FB69B33089FA|SEM-1076CAB99B86DF83|SEM-6D37CFF774A2170A|SEM-B3C4DB2C1AD51CA9|SEM-E1BF16D5596893CB|SEM-EE8AABF8E6A4B9F8|SEM-FC6C9490A1241F7A,7
SCAP-74979A46916B9B50-TPL_03,STR-74979A46916B9B50,TPL_03,false,circles_concentric,círculos concéntricos,radial,central,radial,"Diseño de composición central que muestra círculos concéntricos, orientación radial y simetría radial.",61f35da0f7c2b0e5bbb198d4dd93a81d3978d3dd5510636efa04238b2a279ede,V2_048|V2_049|V2_050|V2_051|V2_052|V2_055|V2_056,SEM-0920FB69B33089FA|SEM-1076CAB99B86DF83|SEM-6D37CFF774A2170A|SEM-B3C4DB2C1AD51CA9|SEM-E1BF16D5596893CB|SEM-EE8AABF8E6A4B9F8|SEM-FC6C9490A1241F7A,7
SCAP-74979A46916B9B50-TPL_04,STR-74979A46916B9B50,TPL_04,false,circles_concentric,círculos concéntricos,radial,central,radial,"Representación sintética de círculos concéntricos; la orientación es radial, la composición es central y la simetría es radial.",0061355aee2c04fd4fd9d7136e33516ca58cdfece8cc7f2449949dceb05a8269,V2_048|V2_049|V2_050|V2_051|V2_052|V2_055|V2_056,SEM-0920FB69B33089FA|SEM-1076CAB99B86DF83|SEM-6D37CFF774A2170A|SEM-B3C4DB2C1AD51CA9|SEM-E1BF16D5596893CB|SEM-EE8AABF8E6A4B9F8|SEM-FC6C9490A1241F7A,7
SCAP-74979A46916B9B50-TPL_05,STR-74979A46916B9B50,TPL_05,false,circles_concentric,círculos concéntricos,radial,central,radial,"Textura geométrica sintética con círculos concéntricos, orientación radial, composición central y simetría radial.",472d115379ed3c9da886633b59565a00385be70d5932919f560c3b77d0be6b59,V2_048|V2_049|V2_050|V2_051|V2_052|V2_055|V2_056,SEM-0920FB69B33089FA|SEM-1076CAB99B86DF83|SEM-6D37CFF774A2170A|SEM-B3C4DB2C1AD51CA9|SEM-E1BF16D5596893CB|SEM-EE8AABF8E6A4B9F8|SEM-FC6C9490A1241F7A,7
